time,Input,Output
0.0,5.0,0.0
0.0019755037534571317,5.0,0.0
0.0039510075069142635,5.0,0.0
0.005926511260371395,5.0,0.0
0.007902015013828527,5.0,0.0
0.009877518767285659,5.0,0.0
0.01185302252074279,5.0,0.16191131734584013
0.013828526274199922,5.0,0.16191131734584013
0.015804030027657054,5.0,0.1742745911796929
0.017779533781114187,5.0,0.1742745911796929
0.019755037534571317,5.0,0.1742745911796929
0.021730541288028447,5.0,0.19693613797460902
0.02370604504148558,5.0,0.21010407593417807
0.025681548794942714,5.0,0.21010407593417807
0.027657052548399844,5.0,0.23534055771116785
0.029632556301856974,5.0,0.23534055771116785
0.03160806005531411,5.0,0.24728334983758238
0.03358356380877124,5.0,0.24728334983758238
0.035559067562228375,5.0,0.2725393096794785
0.0375345713156855,5.0,0.2833861957858283
0.039510075069142635,5.0,0.2833861957858283
0.04148557882259977,5.0,0.2833861957858283
0.043461082576056895,5.0,0.3055309463247442
0.04543658632951403,5.0,0.3055309463247442
0.04741209008297116,5.0,0.3172155033195177
0.049387593836428295,5.0,0.3172155033195177
0.05136309758988543,5.0,0.3172155033195177
0.053338601343342555,5.0,0.34130069291363796
0.05531410509679969,5.0,0.34130069291363796
0.05728960885025682,5.0,0.35366683548341
0.05926511260371395,5.0,0.35366683548341
0.06124061635717108,5.0,0.35366683548341
0.06321612011062822,5.0,0.37896892329491694
0.06519162386408535,5.0,0.37896892329491694
0.06716712761754248,5.0,0.39036321637349625
0.06914263137099962,5.0,0.39036321637349625
0.07111813512445675,5.0,0.39036321637349625
0.07309363887791387,5.0,0.39036321637349625
0.075069142631371,5.0,0.4124957747847553
0.07704464638482814,5.0,0.4124957747847553
0.07902015013828527,5.0,0.43509336180838065
0.0809956538917424,5.0,0.43509336180838065
0.08297115764519954,5.0,0.43509336180838065
0.08494666139865667,5.0,0.45859769757739455
0.08692216515211379,5.0,0.4706350438916933
0.08889766890557092,5.0,0.4706350438916933
0.09087317265902806,5.0,0.4956495083280227
0.09284867641248519,5.0,0.5091504967480363
0.09482418016594232,5.0,0.5091504967480363
0.09679968391939946,5.0,0.5362889341398589
0.09877518767285659,5.0,0.5362889341398589
0.10075069142631372,5.0,0.5492314970337712
0.10272619517977086,5.0,0.5492314970337712
0.10470169893322798,5.0,0.5492314970337712
0.10667720268668511,5.0,0.5492314970337712
0.10865270644014224,5.0,0.5492314970337712
0.11062821019359938,5.0,0.5492314970337712
0.11260371394705651,5.0,0.5492314970337712
0.11457921770051364,5.0,0.5750899566172554
0.11655472145397078,5.0,0.5883628153331442
0.1185302252074279,5.0,0.5883628153331442
0.12050572896088503,5.0,0.6151336633360399
0.12248123271434216,5.0,0.6285925986954188
0.1244567364677993,5.0,0.6285925986954188
0.12643224022125643,5.0,0.6554642436467504
0.12840774397471355,5.0,0.6688651523023079
0.1303832477281707,5.0,0.6688651523023079
0.13235875148162782,5.0,0.6955689762023629
0.13433425523508497,5.0,0.7088614596798812
0.13630975898854208,5.0,0.7088614596798812
0.13828526274199923,5.0,0.7353274392928121
0.14026076649545635,5.0,0.7485349690679941
0.1422362702489135,5.0,0.7485349690679941
0.14421177400237062,5.0,0.7747555413627412
0.14618727775582774,5.0,0.7877344198454495
0.14816278150928489,5.0,0.7877344198454495
0.150138285262742,5.0,0.8134380980863809
0.15211378901619915,5.0,0.8261747639795427
0.15408929276965627,5.0,0.8261747639795427
0.15606479652311342,5.0,0.8514005368957429
0.15804030027657054,5.0,0.8638833848585938
0.16001580403002766,5.0,0.8638833848585938
0.1619913077834848,5.0,0.8885746601142013
0.16396681153694193,5.0,0.9007777411263809
0.16594231529039907,5.0,0.9007777411263809
